username;Sentiment;content
y_yumnan;Negatif; warga nu itu mayoritas penduduk indonesia  kalau harga bbm naik  yg paling banyak menderita adalah warga nu sendiri 
SeputihPolsek;Positif;polri hadir untuk masyarakat peduli sesama hadirkan kebahagiaan  polres lampung tengah bersama tokoh agama dan mahasiswa bagikan     karung beras untuk masyarakat terdampak pasca kenaikan harga bbm  
Didiek09165668;Positif;alhamdullilah bu nitnot  memberikan gambaran lebih rinci thd mengapa kebijakan menaikan harga bbm terpaksa diambil o  pemerintah  tentu informasi ini memberikan sudut pandang berbeda dr doktor  semoga khalayak bs memahami permasalahan ttg bbm 
Resjakbar;Negatif;personil dit samapta polda metro jaya melaksanakan kegiatan pengamanan aksi unjuk rasa terkait penyesuaian harga bbm disekitar monas          
KATADATAcoid;Negatif;bank indonesia memperkirakan indeks harga konsumen hingga pekan kedua bulan ini mengalami inflasi        akibat kenaikan harga bbm  
dhariyanto125;Positif;tim patroli perintis presisi polres metro jakarta barat menyalurkan bantuan sosial kepada masyarakat yang berada di wilayah jakarta barat  kegiatan tersebut dalam rangka bentuk kepedulian polri kepada masyarakat yang terdampak akan kenaikan harga subsidi bbm 
Darwan45537622;Negatif; hanya peduli  proyek kereta cepat dan ikn  pemerintah  amat kejam di tengah kondisi masyarakat yang berada di bawah himpitan ekonomi yg sulit dgn teganya justru menaikkan harga bbm   kata achmad nur padahal  saat ini harga minyak dunia sedang turun  
mediamutualisme;Negatif;aksi unjuk rasa menolak penyesuaian harga bbm di jakarta hari ini berlangsung aman dan tertib 
Manuk_Wikwik;Netral; kayak di adu domba padahal pak polisi juga cuma jalanin tugas  mereka juga korban naiknya harga bbm  semoga semua baik adik  mahasiswa dan polisi aman  saja gak ada yg cidera 
Sugiyon15783772;Negatif;kalau demo hanya minta ketua dprd untuk mau menandatangani tolak kenaikan bbm ya pasti maulah  pertanyaannya apakah akan berhasil       tidak berhasil suruh buat surat perintah ke semua bom bensin di wilayahnya agar harga bbm masih utuh tidak ada kenaikan
UllBima86;Negatif;video jika harga bbm tak kunjung diturunkan    juta buruh bakal mogok kerja pada akhir november        
Asri3Asri;Netral;kan ada duit dari naikkan harga bbm bong 
persbhayangkar2;Positif;peduli dampak kenaikan harga bbm  kapolresta sidoarjo bagikan paket sembako 
tribunnews;Negatif;harga bbm naik  formappi anggap dpr tak bisa jadi harapan rakyat 
y_yumnan;Negatif;  tahun      saat harga minyak dunia anjlok  harga bbm dalam negeri tetap  bagaimana ceritanya itu  
oryza_sativa245;Negatif;segerombolan mahasiswanya dari beberapa organisasi melakukan demonstrasi menolak kenaikan harga bbm   also them buang buang bensin dgn cara konvoi motor   km jam lewat jalan protokol sambil klakson klakson ke gedung dpr ganggu arus lalin eye  mouth  eye 
tribunnews;Negatif;video jika harga bbm tak kunjung diturunkan    juta buruh bakal mogok kerja pada akhir november      
BambangPramud12;Negatif; yang posting pasti cebong dungu jika bbm naik harga  maka semuanya ikut naik  face with tears of joy  face with tears of joy  face with tears of joy  man shrugging medium dark skin tone  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  clown face  badut cebong dungu winking face with tongue  squinting face with tongue  zany face  
Andi_23soul;Negatif; tegas bersama rakyat menolak kenaikan harga bbm        
vernownie;Negatif; y buk pensive face  mmang harga   sudah pda naik gara  bbm naik   relieved face  s moga kta slalu dberi klancaran rezeki y mbak    face blowing a kiss  slam hangay untuk mas swami n anak a smiling face 
SlametKasan;Negatif; itu baru pemanasan pak dia mau sesungguhnya nanti hari senin jauh lebih besar lagi demo selama harga bbm belum turunin mahasiswa dan rakyat indonesia bersama sama akan demo besar besaran hari senin
KardesymOsman;Negatif;  ya rakyat rugi lah  gue bayar bensin ga pake ngutang  ya rugi lah kalau pengelolaannya amburadul  ya lu mikir  rakyat bawah berat atas kenaikan bbm  di waktu bersamaan gaji pengelolaa bbm ini gila an  rakyat rugi kalau kalau pengelola nya ga bisa kontrol harga dan distribusi
liputan6dotcom;Positif;harga bbm naik  erick thohir pastikan gaji pegawai bumn bakal naik  erick thohir menjelaskan  penyesuaian gaji pegawai bumn perlu dilakukan di tengah lonjakan inflasi dalam beberapa waktu terakhir  
cnbcindonesia;Positif;pasca harga naik  menteri esdm minta orang ri hemat bbm 
EYulisuryanto;Negatif;   tahun  selalu berjuang demi rakyat  palms up together  flexed biceps  tolak kenaikan harga bbm      
RudiFahrudin20;Negatif;  ojo mbok banding bandingke  harga bbm di bandingke sama negara singapura lebih murah  tapi pendapatan perkapita jauh lebih besar dari indonesia  wkwkkwkwwk
aLy_Bima;Netral;komentar netizen indonesia atas kenaikan harga bbm bersubsidi  
MCAOps;Negatif;pa     bersama sejumlah ormas lainnya akan menggelar demo di istana negara  jakarta  demo berkaitan dengan kenaikan harga bbm    
CirebonPolresta;Positif;pemberian paket bansos polresta cirebon kepeda masyarakat yang terdampak kenaikan harga bbm    
laryvldmr;Netral; tentang kenaikan harga bbm kan 
TnDargul;Negatif; saya justru heran dg kebijakan pemerintah koq sampai hatinya menaikkan harga bbm di saat kondisi seperti ini
kh_notodiputro;Negatif;ketika harga  naik  misal ongkos angkot  krn kenaikan harga bbm maka sulit untuk bisa turun lagi walaupun harga bbm diturunkan   begitulah yg terjadi sejak zaman orde baru  apakah harga bbm akan diturunkan lagi krn harga minyak dunia turun   pikirkanlah sebelum bertindak 
infoRIAU;Negatif;petani makin pusing  harga sawit di riau turun di tengah kenaikan bbm  biaya angkutan melonjak   
uwebq;Negatif;anak sibuk berdebat perkara keluarga kerajaan inggris di twitter  bapak masih pusing bbm naik  mamak pusing harga sembako mulai gda otak 
KominfotikLpg;Positif;kementerian perhubungan melalui direktorat jenderal perhubungan darat menyampaikan adanya sejumlah penyesuaian tarif bus akap kelas ekonomi menyusul ditetapkannya kenaikan harga bbm per   september      lalu  
NewMitrapol;Positif;polres demak bagikan      paket sembako kepada warga terdampak kenaikan harga bbm 
adingmc157;Negatif; dengan tegas menolak kenaikan harga bbm        
Binsaragih1;Negatif;  luh aja kagak bisa bedain smelther dan bilang    kalo gitu berarti emang gblk itu pertamina nya  harusnya dibuka soal komponen harga keekonomisan tsb  apakah pemerintah mau cara gampangnya aja dengan impor bbm  tidak memaksimalkan kilang lama dan kilang baru yg ada di indo 
SINDOnews;Negatif;tak main main  tolak kenaikan harga bbm  buruh siapkan jadwal demo sebulan penuh     
CNNIndonesia;Positif;harga pangan nasional stabil usai harga bbm naik sepekan 
AlanGumelarJay1;Negatif;bilangnya membela wong cilik  buktinya malah membela wong licik  dgn dinaikannya harga bbm  rakyat menjerit krn semua kebutuhan pokok ikut naik           
TatyanaSSutara;Negatif;demokrat tolak kenaikan harga bbm   berimbas kepada pelaku umkm  
51R3UM;Negatif;harga minyak dunia turun harga bbm malah naik  kacau   horas bah  supaya irit bbm  bawa barang  x lipat dari biasanya  
gagaklumayung81;Negatif; page facing up  pernyataan gerakan nasional pembela rakyat  gnpr  terkait kenaikan harga bbm   backhand index pointing right    gerakan nasional pembela rakyat dengan tegas menolak kenaikan harga bbm karena kenaikan harga bbm adalah pengkhianatan terhadap mandat konstitusi backhand index pointing down  backhand index pointing down  
detikfinance;Negatif;menurut catatan bank indonesia  bi  laju inflasi hingga pekan kedua september masih dipicu kenaikan harga bbm dan telur ayam  
zurfami13;Netral; terkait kenaikan harga bbm  padan riau sampaikan   pernyataan sikap kepada jokowi   
BeritaSumbar_ID;Negatif;tolak kenaikan harga bbm   mahasiswa  gelar orasi di depan kantor bupati limapuluh kota pada jumat          kehadiran mahasiswa disambut lansung unsur muspida limapuluh kota   rekan rekan mahasiswa kampus  yang hadir d   
muslimahnewscom;Negatif;adu harga bbm  baik dari pertamina maupun vivo  serta perusahaan swasta lainnya sesama produsen bbm yang ada di indonesia  adalah wujud nyata kapitalisasi sekaligus simbol amputasi subsidi oleh penguasa kepada rakyatnya        
ehbram;Negatif;jumat  busy hour  hujan deres  bbm abis naik   gt  harga taksi online bisa buat terbang ke bali
booddee;Negatif;turunkan  harga bbm  turunkan  jokowi 
Hms44826300;Positif;untuk meringankan beban serta melindungi daya beli masyarakat prasejahtera atas kenaikan harga secara global  pemerintah memberikan bantuan langsung tunai  blt  bbm   sasaran penerima         juta keluarga penerima manfaat kpm program sembako  bnpt dan program keluarga harapan 
rmoljateng;Negatif;satu suara dengan   elemen mahasiswa rekomendasi evaluasi kenaikan harga bbm bersubsidi  
clrsspwn;Netral; galauin harga bbm naik
Resjakbar;Positif;tim patroli perintis presisi polres metro jakarta barat menyalurkan bantuan sosial kepada masyarakat yang berada di wilayah jakarta barat  kegiatan tersebut dalam rangka bentuk kepedulian polri kepada masyarakat yang terdampak akan kenaikan harga subsidi bbm    jakbar 
mashuda95;Negatif;pekan ini riuh banget dikepung berita  yang bikin lemes ya  kayak berita kenaikan bbm yg disusul sama kenaikan harga kebutuhan pokok  tarif ojek online   amp  lainnya  soal kebocoran data kita hingga deretan koruptor yg dapat keringanan masa tahanan padahal ngerugiin negara segitunya
Hms44826300;Positif;program bantuan sosial  pemerintah sudah siapkan program bantalan sosial untuk masyarakat terdampak penyesuaian harga bbm  bantuan langsung tunai      triliun     sasaran       juta kpm  keluarga penerima manfaat     indeks rp            bulan selama   bulan  
akun_hibah;Negatif;mau ketawa  takut di poligami  see no evil monkey   keras  sebut ulah walk out pks soal kenaikan harga bbm hanya cari muka saja  fahri hamzah  sudah tidak ada harganya di mata masyarakat  
Sujini10;Negatif; kami menderita krn harga bbm  tp kalian yg katany merugi terus bisa bagi  konpensasi  semoga tuh duit nggak jd bahan bakar dn penyakit dalam tubuh kalian lahir bathin 
Zyanpatra;Positif;harga pangan nasional stabil usai harga bbm naik sepekan 
wartakotalive;Negatif;mahasiswa bakar dan robohkan gerbang dprd kota bogor saat demo tolak kenaikan harga bbm    lewat  
syufainal;Positif; tidak apa apa   orang nu kan orang kaya kaya  biar harga bbm dinaikan setinggi tingginya mereka tetap mampu membeli  yang tidak mampu beli dan yg demo demo itu insya allah bukan orang nu 
syanto9191;Negatif;mendengar keluhan masyarakat kami kader partai demokrat menolak keras kenaikan harga bbm        
adingmc157;Negatif;  sept      genap usia pd ke    thn tasyakuran dg sederhana bersama ketua serta jajaran pengurus dpd dpc dpac  dan kami sepakat bersama menolak kenaikan harga bbm         
GoposId;Negatif;aksi unjuk rasa menolak harga bbm bersubsidi naik oleh mahasiswa yang tergabung dalam aliansi merah putih di bundaran hulonthalo indah  kota gorontalo  dibubarkan petugas polisi setelah waktu salat magrib  jumat            pukul       wita  
triphemat;Netral;bbm boleh naik tapi harga paket outing  gak naik dong  yuk yang kantornya mau ngadain outing bisa ambil paket outing kemana aja serba   juta    more info     
p023456;Negatif; mirip kayak sambo ini menteri  banyak bohongnya dan sok berkuasa mengatur harga bbm perusahaan swasta  
merdekadotcom;Negatif;tolak kenaikan harga bbm naik  pks demo bawa keranda mayat 
sariagri_id;Positif;pemerintah ada potensi harga bbm turun  
habanusantara;Netral;pasca kenaikan harga bbm  polresta dan pemkab ds gelar fgd 
aksararaska;Negatif;ketika hujan terus aja ngocor dari langit dan perut keruyukan ala demo bbm karena emang belum ketemu makanan  bukan karena harga naik tapi emang karena belum sempet aja nyuapin ni mulut selain bergelas gelas air  dan ternyata pilihan bahan  alhamdulillah  ada nasi  mie 
EnLmnd;Negatif;aksi demonstrasi lmnd sukoharjo bersama beberapa kelompok mahasiswa menolak kenaikan harga bbm  rabu   september          
Jokersekuutt;Negatif; saking heboh nya sampe nutupin isu harga bbm dan s    cold face 
net_toda;Negatif;tolak kenaikan harga bbm
koruptorbejato;Negatif; beliau ini tahunya kalau harga minyak dunia turun bbm harus ikut turun juga   memang kita punya cukup refinery 
sukmajati__id;Negatif;tolak kenaikan harga bbm  fpi     dan gnpf ulama kompak tuntut presiden mundur   pengacau yang sesungguhnya keluar juga  rupanya sdh ada bohir yg mampu sewa gerombolan ini   
coyourn;Negatif; bukan bbm yang turun tapi harga diri elu
KangAsepBilly;Positif;saya juga memaklumi pbnu maklumi keputusan pemerintah manaikan harga bbm  ho oh tenaan  
imeh_ameh;Negatif;imbas kenaikan harga bbm harga sembako di pasar di kota kendari ikut naik lewat
wahyunulis;Netral; mas bud  apakah tidak tertarik komentar tentang kenaikan harga bbm dan efek turunannya serta reaksi banyak orang juga mungkin tentang  beberapa  menteri yg statement nya terdengar cuci tangan atau mungkin pemilihan menteri baru yg konon terlibat skandal 
Leonita_Lestari;Negatif;itu terkait dirinya sebagai kader gerindra yang notabene adalah satu koalisi dengan pemerintah namun suara fadli bukan hanya terdengar sebagai oposisi namun justru lebih mirip suara haters  dia bicara ngaco pada kebijakan pemerintah terkait kenaikan harga bbm 
MCAOps;Negatif;fpi  pa      gnpf ulama  dan berbagai ormas sepaham bahwa kenaikan harga bbm adalah pengkhianatan terhadap mandat konstitusi  
Satlantascmh;Positif;polri membagikan sembako kepada masyarakat sebagai wujud kepedulian pada warga yang terdampak penyesuaian harga bahan bakar minyak  bbm  di kabupaten kepulauan seribu  provinsi dki jakarta     
batamtoday;Netral;menteri esdm sebut harga bbm berpotensi turun  tergantung harga global 
tempodotco;Positif;harga bbm bisa turun  menteri esdm  kalau harga minyak membaik  insya allah  
BeritaSumbar_ID;Negatif;wakil rakyat kota payakumbuh sepakat bersama mahasiswa tolak kenaikan harga bbm      oleh  redaksi      
batamtoday;Negatif;kapolda kepri buka kegiatan fgd terkait penyesuaian subsidi harga bbm 
suaraislam_id;Negatif;gerakan nasional pembela rakyat tolak kenaikan harga bbm  lewat 
VhinciDa;Netral;harga bbm naik itu biasa  tapi harga sembako naik ini yang luar biasa
CipondohHumas;Positif;program bantuan sosial  pemerintah sudah siapkan program bantalan sosial untuk masyarakat terdampak penyesuaian harga bbm  bantuan langsung tunai      triliun     sasaran       juta kpm  keluarga penerima manfaat     indeks rp            bulan selama   bulan  
batamtoday;Netral;pasca kenaikan harga bbm  disperidag batam akan gelar operasi pasar 
Alivia78274464;Negatif;seiring naiknya harga bbm  akan di ikuti oleh kenaikan bahan pokok nach kalau sudah begini bukan nya yg kena dampak adalah rakyat 
klikwarta_com;Negatif;pasca harga bbm naik  ojol di blitar sepi orderan 
MARQUEZ__93;Negatif;ormas jingan mulai nongol tunggu bohir bergerak  siapapun kelak capresnya      yg berafiliasi dengan gerombolan ormas ini jangan di pilih yang setuju like retweet  indonesia  indonesia    tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama kompak tuntut presiden mundur  
CipondohHumas;Positif;utk meringankan beban serta melindungi daya beli masya prasejahtera atas kenaikan harga secara global  pemerintah memberikan blt bbm  sasaran penerima         juta keluarga penerima manfaat kpm program sembako  bnpt dan program keluarga harapan indeks bantuan       ribu bulan s 
goesalkahfi;Negatif; ayo  lanjutkan hidup mahasiswa  hingga semua tuntutan terpenuhi  keterlaluan sih  rezim ini di saat rakyat dicekam kesulitan ekonomi usai lewati pandemi  kok tega teganya harga bbm dinaikkan 
berlianmedia1;Positif;polres banjarnegara menggandeng mahasiswa dari sejumlah perguruan tinggi menyalurkan bantuan sosial  bansos  kepada masyarakat yang terdampak kenaikan harga bbm  
Polsekcibkaler;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
PDI_Perjuangan;Positif;pemerintah harus segera menerapkan segera menerapkan pembatasan pembelian   dari awal posisi saya pribadi memandang kenaikan harga bbm akan lebih tepat apabila dilakukan pembatasan karena narasi yang dibangun pemerintah adalah narasi bahwa subsidi tidak tepat sasaran 
pipit06;Netral;  masalahnya sekarang semua negara kena imbas  bukan cm indonesia  kl indonesia tetep neken harga bbm  utang kita buat nombok subsidian jadi nambah  yg ada malah kita yg jadinya susah  itu cuma bikin bom waktu aja  sedangkan duitnya bs dipake buat program lain  smiling face 
jawapos;Positif;polres sragen gelar bakti sosial bagi warga terdampak kenaikan harga bbm 
pikrnummat;Negatif;ah   sohib masa gitu   abu janda sentil erick thohir dan ahok soal kenaikan harga bbm  pertamina jual bensin paling mahal  rugi pula 
portal_lebak;Positif;pemerintah  ada potensi harga bbm diturunkan  tergantung hal ini 
warso_warsono1;Netral;pasca kenaikan harga bbm kapolres samosir bersama satgas ketapang melakukan operasi pengecekan harga bahan pokok dipasar onan baru
jarrakposbanten;Negatif;potret hari ke   tolak kenaikan harga bbm  buruh dan mahasiswa masih berdemonstrasi di berbagai daerah  suami cupu  fifa charles royal family sociedad  cape iphone    raffi hype rp   premier league
Hanung86945932;Negatif;potret hari ke   tolak kenaikan harga bbm  buruh dan mahasiswa masih berdemonstrasi di berbagai daerah  suami cupu  fifa charles royal family sociedad  cape iphone   
SMujsin;Negatif;sesudah covid    kalian semena mena dengan menaikkan harga bbm   sungguh terlalu kejam 
PPapar01;Netral;anggota polres kediri melaksanakan cek harga sembako pasca kenaikan harga bbm     
YayayHaru;Negatif;kenaikan bbm jenis pertalite  solar  dan pertamax akhirnya mengerek tarif dasar angkutan antar kota antar provinsi  akap   untuk penyesuaian terhadap harga bbm  maka perlu ada penyesuaian tarif  yaitu tarif dasar          
__RismaWidiono_;Positif;gubernur jawa tengah  meluncurkan kredit lapak bagi usaha kecil menengah di jawa tengah  kredit dengan bunga   persen itu  salah satu  upaya merespon kenaikan harga bbm    
harian7_com;Positif;harga bbm naik  masyarakat semakin sulit  polsek tengaran gercep bantu masyarakat   
rchckin;Positif;puan mengatakan polemik kenaikan harga bbm menjadi salah satu isu yang diatensi oleh dpr  puan mengatakan bakal meminta pemerintah bersungguh sungguh dalam melaksanakan penyesuaian harga bbm  
EnLmnd;Negatif;aksi demonstrasi lmnd palembang bersama cipayung plus penolakan kenaikan harga bbm  rabu   september          
bery_dong;Negatif;kalo amp mau komparasi silakan yg dekat aja gak usah banyak bacod soal harga bbm di amerika amp eropa kejauhan
rchckin;Positif;puan maharani merespons aksi unjuk rasa mahasiswa dan buruh terkait kenaikan harga bbm bersubsidi  
Lintang91775859;Negatif; salah satu korban kenaikan harga bbm  akan bermunculan korban korban yg lain
HurayuW;Negatif;kenaikan bbm jenis pertalite  solar  dan pertamax akhirnya mengerek tarif dsr angkutan antar kota antar provinsi  untk penyesuaian terhadap harga bbm mk perlu ada penyesuaian tarif dasar      sebesar rp       per penumpang per km   
MajalahterasC;Negatif;anggota komisi vii dpr  mulyanto minta pemerintah membatalkan kenaikan harga bbm bersubsidi  
ptmetukindo;Negatif;jakarta     september        dalam rangka mengantisipasi dampak kenaikan harga bahan bakar minyak  bbm  yang sudah resmi diumumkan pertanggal   september kemarin terhadap stabilitas harga pangan khususnya beras di seluruh wilayah indonesia     bulog 
FBINEWS_1;Negatif;polres tapteng simulasi penanganan unjuk rasa terkait naiknya harga bbm   fbinews sumut 
SektorSepatan;Positif;untuk meringankan beban serta melindungi daya beli masyarakat prasejahtera atas kenaikan harga secara global pemerintah memberikan bantuan langsung tunai  blt bbm  sasaran penerima         juta keluarga penerima manfaat kpm program sembako  bnpt dan program keluarga harapan  pkh  
ImamWaros;Negatif;  dalam mensikapi kenaikan harga bbm akan bisa dilihat dan dibedakan dengan mudah mana politisi cerdas dan mana politisi goblok yang hanya asal teriak 
yo2thok;Negatif; di rusia tidak ada kenaikan harga bbm justru penurunan harga bbm
TangerangPolsek;Positif;program bantuan sosial  pemerintah sudah siapkan program bantalan sosial untuk masyarakat terdampak penyesuaian harga bbm  bantuan langsung tunai      triliun     sasaran       juta kpm  keluarga penerima manfaat     indeks rp            bulan selama   bulan  
NTMC_Info;Negatif;polda ntb  gelar fgd antisipasi inflasi di ntb pasca harga bbm naik 
ImamJumhuri;Negatif;saya lebih suka blt batal cair  yg diikuti oleh harga bbm batal naik  kenaikan bbm yg sebelumnya masih bisa ditolelir  tapi utk kenaikan yg berikut ini harus  disikapi dengan tegas dan berani oleh rakyat   penguasa sudah  ngawur   sangat kejam terhadap rakyat  rakyat hrs berani  
TangerangPolsek;Positif;untuk meringankan beban serta melindungi daya beli masyarakat prasejahtera atas kenaikan harga secara global  pemerintah memberikan bantuan langsung tunai  blt  bbm   sasaran penerima         juta keluarga penerima manfaat kpm program sembako  bnpt dan program keluarga harapan 
steward_prb;Negatif;misalnya  ojol rata rata menghabiskan   liter pertalite hari  tentu mengeluarkan uang tambahan sebesar rp        dari harga biasanya x    hari            belum lagi menanggung kenaikan harga pangan imbas kenaikan bbm subsidi  lalu pmrnth memberikan blt rp      rb bulan   tekor  
OgiPutraPratam2;Positif; bentuk kepedulian terhadap masyarakat yang terdampak kenaikan bbm  polres pati bagikan       paket beras   pati  pasca pemerintah menerapkan kebijakan tentang penyesuaian harga bahan bakar minyak  bbm   banyak masyarakat yang terdampak  kepolisian resor pati  polres pati  
jokobaskoro72;Negatif;  fadli zon sebut demi membenarkan kenaikan bbm pemerintah sebar narasi sesat  menurut data indef  fadli menyebut pemerintah telah menambah pendapatan negara sebesar rp   triliun karena adanya kenaikan harga minyak   dari sisi belanja memang mengakibatkan
DialektikaKng;Negatif;hut ke    partai demokrat  lili suherli  prihatin harga bbm naik  kuningan siap berjuang untuk kesejahteraan rakyat     
MCAOps;Negatif;ikatan mahasiswa muhammadiyah   rezim jokowi tidak pro terhadap rakyat  sebab  pemerintah menaikkan harga bbm di saat harga minyak dunia turun  itu artinya jokowi neolib    
RinginrejoHumas;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm    
SektorSepatan;Positif;program bantuan sosial  pemerintah sudah siapkan program bantalan sosial untuk masyarakat terdampak penyesuaian harga bbm  bantuan langsung tunai      triliun     sasaran       juta kpm  keluarga penerima manfaat     indeks rp            bulan selama   bulan  
jabarekspres;Negatif;dpr ri komisi vii klaim tetap desak pemerintah batalkan harga baru bbm 
BendaPolsek;Positif;program bantuan sosial  pemerintah sudah siapkan program bantalan sosial untuk masyarakat terdampak penyesuaian harga bbm  bantuan langsung tunai      triliun     sasaran       juta kpm  keluarga penerima manfaat     indeks rp            bulan selama   bulan  
batamtoday;Negatif;harga cabai di anambas semakin pedas paska kenaikan harga bbm 
PolsekTeluknag4;Positif;program bantuan sosial  pemerintah sudah siapkan program bantalan sosial untuk masyarakat terdampak penyesuaian harga bbm  bantuan langsung tunai      triliun     sasaran       juta kpm  keluarga penerima manfaat     indeks rp            bulan selama   bulan  
MSNindonesia;Positif;menteri esdm bilang  harga bbm bisa turun  insya allah 
trisahanjani;Netral;bukan buzzer yah  folded hands  tapi kadang yg susah dukung program  bagus teh justru masyarakatnya sendiri  pemerintah daerah ga punya wewenang apa apa terkait harga bbm  media klikbait jg pada usil lagi  face with tears of joy  face with tears of joy  face with tears of joy    jadi warga boleh kok kalo jelek kritik  tapi kalo ada program bagus dukung  thumbs up medium light skin tone 
BendaPolsek;Positif;untuk meringankan beban serta melindungi daya beli masyarakat prasejahtera atas kenaikan harga secara global  pemerintah memberikan bantuan langsung tunai  blt  bbm   sasaran penerima         juta keluarga penerima manfaat kpm program sembako  bnpt dan program keluarga harapan  
PolsekTeluknag4;Positif;untuk meringankan beban serta melindungi daya beli masyarakat prasejahtera atas kenaikan harga secara global  pemerintah memberikan bantuan langsung tunai  blt  bbm   sasaran penerima         juta keluarga penerima manfaat kpm program sembako  bnpt dan program keluarga harapan 
Binsaragih1;Negatif;  eh gblk  kalo gitu biaya bbm di jepang jerman singapura brunei dll yg lebih sedikit penduduknye dari indo itu harus lebih murah dong   situ mikir anjengg realitanya harga bbm mereka lebih mahal dong   makanya gw bilang eluh kagak nyambung  loudly crying face  loudly crying face  loudly crying face 
cintya_bella21;Negatif;kebijakan menaikkan harga bbm bersubsidi merupakan pil pahit yang harus kita telan untuk kesehatan fiskal negara
Waryaticiwu;Negatif;dan kami pun merasakan juga  menolak kenaikan harga bbm 
NurRohm73400203;Negatif;seluruh kader pdemokrat menolak kenaikan harga bbm  bela rakyat dengan menolak kenaikan bbm        
ikiniam;Netral;  selama tidak membuat harga bbm turun  saya tidak peduli
Bumn_Mks_Rapi;Positif;bbm yg sdh resmi diumumkan pd   september kemarin terhadap stabilitas harga pangan khususnya beras  perum bulog menggelontorkan secara masif beras medium melalui program ketersediaan pasokan  amp  stabilisasi harga  kpsh  atau dulu bernama operasi pasar di seluruh wilayah indonesia 
surti_marni;Negatif;mari saudarasaudara kita naikkan tanggar ini sampai harga bbm kembali normal
DivHumas_Polri;Positif;dengan naiknya harga bahan bakar minyak  bbm   polri bersama mahasiswa universitas sembilanbelas november  usn  kolaka mendistribusikan bantuan sosial  bansos   untuk masyarakat yang terdampak penyesuaian harga bbm di wilayah provinsi sulawesi utara  
ivooxid;Positif;ketum pbnu maklum kenaikan harga bbm 
RoseeSharone;Negatif; karena menyesuaikan dengan harga minyak dunia  dikualitas segitu  itupun ga merata harganya  karena nyesuain sama pajak setempat    selain itu  bbm nonsub kualitasnya lebih bagus kan  jadi lebih tidak mencemari udara 
trisahanjani;Positif;media modelan kaya gini diskrinsut atuh  face with tears of joy  face with tears of joy  face with tears of joy   padahal pemkot teh berusaha siapin dana buat antisipasi harga bbm yg aturannya ditetapkan pemerintah pusat    stimulan buat pengusaha  pasar murah  skema padat karya buat lapangan kerja  dorong buruan sae  relieved face  
okezonenews;Positif;pengguna krl kian banyak imbas kenaikan harga bbm    
Rakasiw05100071;Negatif;abu janda sentil erick thohir dan ahok soal kenaikan harga bbm  pertamina jual bensin paling mahal  rugi pula 
soloposdotcom;Negatif;demokrat sebut kenaikan harga bbm berpotensi tingkatkan kemiskinan di sragen 
AndikKhoiri99;Negatif; anda ngerti peran oposisi gak dulu yang nangis bombay dan demo di era pak sby sekarang yang ada di pemerintah yang justru kita pertanyakan adalah partai oposisi yang setuju dengan kenaikan harga bbm mereka benar  oposisi kah 
awemany;Negatif;menaikkan harga bbm pada saat harga minyak dunia turun itu jelas salah urus   dan inilah problem terbesar rezim ini  ngga becus ngurus negara  
rivovikry;Positif;bbm ga naik kok  tapi  penyesuaian harga  aja      
fraksipkskotang;Negatif; pks jelas menolak kenaikan harga bbm karena kebijakan ini akan menambah penderitaan rakyat yang masih belum pulih dari dampak pandemi covid      tengku iwan  st   wakil ketua dprd kota tangerang        raised fist      
detikcom;Positif;pasca kenaikan harga bahan bakar minyak  bbm  pada sabtu            lalu  peminat motor listrik di denpasar turut mengalami peningkatan   via  detikbali  
adi_wijaya1977;Positif;bagus juga banteng buat begini  kami mendukung kenaikan harga bbm 
dnidcoid;Negatif;aksi unjuk rasa menolak penyesuaian harga bbm di jakarta hari ini berlangsung aman dan tertib 
julibenk;Positif;  min kenapa gerindra kagak nolak pas harga bbm dinaikin 
terlalusugih;Negatif;tolong turunin harga bbm
theaceh_post;Positif; pihaknya membagikan sembako kepada masyarakat yang terkena dampak kenaikan bahan bakar minyak  bbm      polres aceh tenggara bagi sembako kepada warga terdampak kenaikan harga bbm  
SarahListyani;Positif;  bapak  ini sprtinya lbh memihak kebijakan pemerintah drpd membela rakyat kawulo alit mgkn buat bapak dgn naiknya harga bbm tdk menjadi mslh krn terbiasa hidup dgn kemewahan jd hrga   rb terasa tdk berarti krn biasa biasa makan steak diresto face with tears of joy 
OmBrewoksNew;Positif; bagi para pendukung yg setia spt sy tetap bahagia walaupun harga bbm naik mbk
KompasEkonomi;Positif;ada peluang harga bbm turun  menteri esdm  insya allah 
Bumn_Mks_Rapi;Positif;hai sobat bumn      bulog gelontorkan beras operasi pasar antisipasi dampak kenaikan harga bbm   dalam rangka mengantisipasi dampak kenaikan harga bahan bakar minyak  bbm      bulog 
ResImyu;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm      
